REGION,MARKET,BRM,BLDIMAGE,BRANDDIFFERENTIATOR,BRANDFAMILY,BRANDONMARKET,BRANDSUBFAMILY,BRANDSUBFAMILYGROUP,BRANDSUBFAMILYGROUPING,BRANDSUBFAMILYLINE,CHARINDICATOR,BRMID,INDICATOR,RTYPE,INTERNATIONALINDICATOR,ISREPLACEMENT,ISSTRATEGIC,ITEMSHAPE,ITEMSCODE,LATESTPERIODINDEX,LEN,LENCATEGORY,PRICECLASS,LOCALCLASS,MARKETEDBRAND,MINDICATOR,NCON,NPLLAUNCHDATE,NPLLAUNCHYEAR,PCKT,PRICECLASSON,TCLASS,RETAILPACKPRICE,SPECIALFLAVOR,TRCONTE,THICATEGORY,TIPCOLOR,TRACKINGSTATUS,Market_Share
REGION3,MARKET15,BRM290,BLDIMAGE2,BRANDDIFFERENTIATOR74,BRANDFAMILY28,BRANDONMARKET290,BRANDSUBFAMILY28,BRANDSUBFAMILYGROUP28,BRANDSUBFAMILYGROUPING28,BRANDSUBFAMILYLINE28,CHARINDICATOR2,50059481,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS10,MARKETEDBRAND290,MINDICATOR2,0.3,200807,NPLLAUNCHYEAR1,PCKT21,PRICECLASSON3,TCLASS3,5,NA,3,THICATEGORY5,TIPCOLOR7,TRACKINGSTATUS2,0.004139097642
REGION3,MARKET15,BRM294,BLDIMAGE2,BRANDDIFFERENTIATOR564,BRANDFAMILY28,BRANDONMARKET294,BRANDSUBFAMILY28,BRANDSUBFAMILYGROUP28,BRANDSUBFAMILYGROUPING28,BRANDSUBFAMILYLINE28,CHARINDICATOR2,50059480,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND294,MINDICATOR2,0.5,200807,NPLLAUNCHYEAR1,PCKT21,PRICECLASSON3,TCLASS2,5,NA,6,THICATEGORY5,TIPCOLOR7,TRACKINGSTATUS2,0.003442113339
REGION3,MARKET15,BRM340,BLDIMAGE2,BRANDDIFFERENTIATOR108,BRANDFAMILY41,BRANDONMARKET340,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR1,50054016,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS22,LOCALCLASS5,MARKETEDBRAND340,MINDICATOR2,0.5,201104,NPLLAUNCHYEAR4,PCKT21,PRICECLASSON2,TCLASS2,4.5,NA,7,THICATEGORY4,NA,TRACKINGSTATUS2,0.01211669423
REGION3,MARKET15,BRM341,BLDIMAGE2,BRANDDIFFERENTIATOR108,BRANDFAMILY41,BRANDONMARKET341,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,60039463,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,10,12,0,LENCATEGORY2,PRICECLASS22,LOCALCLASS5,MARKETEDBRAND341,MINDICATOR2,0.6,201105,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON2,TCLASS2,2.3,NA,7,THICATEGORY4,NA,TRACKINGSTATUS2,0.002521244147
REGION3,MARKET15,BRM450,BLDIMAGE2,BRANDDIFFERENTIATOR475,BRANDFAMILY41,BRANDONMARKET450,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,50054015,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS22,LOCALCLASS3,MARKETEDBRAND450,MINDICATOR2,0.7,201104,NPLLAUNCHYEAR4,PCKT21,PRICECLASSON2,TCLASS1,4.5,NA,10,THICATEGORY4,NA,TRACKINGSTATUS2,0.009738927635
REGION3,MARKET15,BRM451,BLDIMAGE2,BRANDDIFFERENTIATOR475,BRANDFAMILY41,BRANDONMARKET451,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,60039462,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,10,12,0,LENCATEGORY2,PRICECLASS22,LOCALCLASS3,MARKETEDBRAND451,MINDICATOR2,0.7,201105,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON2,TCLASS1,2.3,NA,10,THICATEGORY4,NA,TRACKINGSTATUS2,0.001524452447
REGION3,MARKET15,BRM475,BLDIMAGE2,BRANDDIFFERENTIATOR522,BRANDFAMILY41,BRANDONMARKET475,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,50054017,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS22,LOCALCLASS5,MARKETEDBRAND475,MINDICATOR2,0,201301,NPLLAUNCHYEAR6,PCKT21,PRICECLASSON2,TCLASS2,4.5,NA,5,THICATEGORY4,NA,TRACKINGSTATUS2,0.003451768876
REGION3,MARKET15,BRM563,BLDIMAGE2,BRANDDIFFERENTIATOR21,BRANDFAMILY45,BRANDONMARKET563,BRANDSUBFAMILY51,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING51,BRANDSUBFAMILYLINE46,CHARINDICATOR2,60044407,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS16,LOCALCLASS3,MARKETEDBRAND563,MINDICATOR2,0.7,201112,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON4,TCLASS1,5.4,NA,9,THICATEGORY4,NA,TRACKINGSTATUS2,0.002343716064
REGION3,MARKET15,BRM576,BLDIMAGE2,BRANDDIFFERENTIATOR23,BRANDFAMILY45,BRANDONMARKET576,BRANDSUBFAMILY45,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING45,BRANDSUBFAMILYLINE45,CHARINDICATOR2,60055987,INDICATOR2,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND576,MINDICATOR2,0,201210,NPLLAUNCHYEAR5,PCKT11,PRICECLASSON4,TCLASS2,5.1,NA,8,THICATEGORY4,NA,TRACKINGSTATUS2,0.002259179752
REGION3,MARKET15,BRM649,BLDIMAGE2,BRANDDIFFERENTIATOR218,BRANDFAMILY45,BRANDONMARKET649,BRANDSUBFAMILY47,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING47,BRANDSUBFAMILYLINE45,CHARINDICATOR1,50054019,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS10,MARKETEDBRAND649,MINDICATOR2,0.2,200906,NPLLAUNCHYEAR2,PCKT27,PRICECLASSON4,TCLASS3,5.2,NA,3,THICATEGORY4,TIPCOLOR7,TRACKINGSTATUS2,0.0119669876
REGION3,MARKET15,BRM711,BLDIMAGE2,BRANDDIFFERENTIATOR276,BRANDFAMILY45,BRANDONMARKET711,BRANDSUBFAMILY98,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING98,BRANDSUBFAMILYLINE50,CHARINDICATOR1,50076748,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS10,MARKETEDBRAND711,MINDICATOR2,0,201101,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON3,TCLASS3,4.7,NA,4,THICATEGORY3,TIPCOLOR7,TRACKINGSTATUS2,0.001843519843
REGION3,MARKET15,BRM716,BLDIMAGE2,BRANDDIFFERENTIATOR278,BRANDFAMILY45,BRANDONMARKET716,BRANDSUBFAMILY86,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING86,BRANDSUBFAMILYLINE49,CHARINDICATOR2,60044467,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND716,MINDICATOR2,0.5,201201,NPLLAUNCHYEAR5,PCKT11,PRICECLASSON4,TCLASS2,5.4,NA,6,THICATEGORY4,NA,TRACKINGSTATUS2,0.002089506101
REGION3,MARKET15,BRM718,BLDIMAGE2,BRANDDIFFERENTIATOR278,BRANDFAMILY45,BRANDONMARKET718,BRANDSUBFAMILY86,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING86,BRANDSUBFAMILYLINE49,CHARINDICATOR2,50080783,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,10,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND718,MINDICATOR2,0.5,201012,NPLLAUNCHYEAR3,PCKT11,PRICECLASSON4,TCLASS2,2.8,NA,6,THICATEGORY4,NA,TRACKINGSTATUS2,0.003228977603
REGION3,MARKET15,BRM737,BLDIMAGE2,BRANDDIFFERENTIATOR286,BRANDFAMILY45,BRANDONMARKET737,BRANDSUBFAMILY98,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING98,BRANDSUBFAMILYLINE50,CHARINDICATOR1,50076791,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND737,MINDICATOR2,0,201101,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON3,TCLASS2,4.7,NA,6,THICATEGORY3,TIPCOLOR7,TRACKINGSTATUS2,0.003407240489
REGION3,MARKET15,BRM877,BLDIMAGE2,BRANDDIFFERENTIATOR53,BRANDFAMILY50,BRANDONMARKET877,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR1,50062188,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND877,MINDICATOR2,0,201209,NPLLAUNCHYEAR5,PCKT21,PRICECLASSON3,TCLASS2,5,NA,6,THICATEGORY4,TIPCOLOR7,TRACKINGSTATUS2,0.0007417665804
REGION3,MARKET15,BRM878,BLDIMAGE2,BRANDDIFFERENTIATOR53,BRANDFAMILY50,BRANDONMARKET878,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR1,50081585,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,10,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND878,MINDICATOR2,0.5,201101,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON3,TCLASS2,2.5,NA,6,THICATEGORY4,NA,TRACKINGSTATUS2,0.0007376406721
REGION3,MARKET15,BRM879,BLDIMAGE2,BRANDDIFFERENTIATOR53,BRANDFAMILY50,BRANDONMARKET879,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR2,50054010,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND879,MINDICATOR2,0.5,200811,NPLLAUNCHYEAR1,PCKT21,PRICECLASSON3,TCLASS2,5,NA,6,THICATEGORY4,TIPCOLOR7,TRACKINGSTATUS2,0.007179835215
REGION3,MARKET15,BRM882,BLDIMAGE2,BRANDDIFFERENTIATOR56,BRANDFAMILY50,BRANDONMARKET882,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR2,50054011,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS10,MARKETEDBRAND882,MINDICATOR2,0,200811,NPLLAUNCHYEAR1,PCKT21,PRICECLASSON3,TCLASS3,5,NA,4,THICATEGORY4,NA,TRACKINGSTATUS2,0.002124997816
REGION3,MARKET15,BRM883,BLDIMAGE2,BRANDDIFFERENTIATOR52,BRANDFAMILY50,BRANDONMARKET883,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR1,60056009,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND883,MINDICATOR2,0,201209,NPLLAUNCHYEAR5,PCKT21,PRICECLASSON3,TCLASS2,5,NA,8,THICATEGORY4,NA,TRACKINGSTATUS2,0.0008248913785
REGION3,MARKET15,BRM886,BLDIMAGE2,BRANDDIFFERENTIATOR52,BRANDFAMILY50,BRANDONMARKET886,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR2,50054009,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND886,MINDICATOR2,0.7,200811,NPLLAUNCHYEAR1,PCKT21,PRICECLASSON3,TCLASS2,5,NA,8,THICATEGORY4,TIPCOLOR7,TRACKINGSTATUS2,0.007553195576
REGION3,MARKET15,BRM904,BLDIMAGE2,BRANDDIFFERENTIATOR421,BRANDFAMILY50,BRANDONMARKET904,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR2,50068962,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS9,MARKETEDBRAND904,MINDICATOR2,0.1,200911,NPLLAUNCHYEAR2,PCKT11,PRICECLASSON3,TCLASS4,4.8,NA,1,THICATEGORY5,TIPCOLOR7,TRACKINGSTATUS2,0.002197795602
REGION3,MARKET15,BRM908,BLDIMAGE2,BRANDDIFFERENTIATOR529,BRANDFAMILY50,BRANDONMARKET908,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR2,50058720,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS10,MARKETEDBRAND908,MINDICATOR2,0.3,200804,NPLLAUNCHYEAR1,PCKT11,PRICECLASSON3,TCLASS3,5,NA,3,THICATEGORY5,TIPCOLOR7,TRACKINGSTATUS2,0.005506211845
REGION3,MARKET15,BRM909,BLDIMAGE2,BRANDDIFFERENTIATOR535,BRANDFAMILY50,BRANDONMARKET909,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR2,60055600,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS10,MARKETEDBRAND909,MINDICATOR2,0.3,201207,NPLLAUNCHYEAR5,PCKT11,PRICECLASSON3,TCLASS3,4.7,NA,3,THICATEGORY1,NA,TRACKINGSTATUS2,0.00044357591
REGION3,MARKET15,BRM910,BLDIMAGE2,BRANDDIFFERENTIATOR536,BRANDFAMILY50,BRANDONMARKET910,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR2,60055601,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS9,MARKETEDBRAND910,MINDICATOR2,0.1,201207,NPLLAUNCHYEAR5,PCKT11,PRICECLASSON3,TCLASS4,4.8,NA,1,THICATEGORY1,NA,TRACKINGSTATUS2,0.001059695119
REGION3,MARKET15,BRM911,BLDIMAGE2,BRANDDIFFERENTIATOR534,BRANDFAMILY50,BRANDONMARKET911,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR2,50058721,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND911,MINDICATOR2,0.5,200804,NPLLAUNCHYEAR1,PCKT11,PRICECLASSON3,TCLASS2,4.9,NA,6,THICATEGORY5,TIPCOLOR7,TRACKINGSTATUS2,0.009908702507
REGION3,MARKET15,BRM912,BLDIMAGE2,BRANDDIFFERENTIATOR534,BRANDFAMILY50,BRANDONMARKET912,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR2,60055599,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND912,MINDICATOR2,0.5,201207,NPLLAUNCHYEAR5,PCKT11,PRICECLASSON3,TCLASS2,4.7,NA,6,THICATEGORY1,NA,TRACKINGSTATUS2,0.0002360003366
REGION3,MARKET15,BRM962,BLDIMAGE2,BRANDDIFFERENTIATOR70,BRANDFAMILY56,BRANDONMARKET962,BRANDSUBFAMILY115,BRANDSUBFAMILYGROUP60,BRANDSUBFAMILYGROUPING115,BRANDSUBFAMILYLINE63,CHARINDICATOR1,50054020,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS1,LOCALCLASS5,MARKETEDBRAND962,MINDICATOR2,0,201209,NPLLAUNCHYEAR5,PCKT21,PRICECLASSON1,TCLASS2,6,NA,8,THICATEGORY4,NA,TRACKINGSTATUS2,0.003138694581
REGION3,MARKET15,BRM965,BLDIMAGE2,BRANDDIFFERENTIATOR73,BRANDFAMILY56,BRANDONMARKET965,BRANDSUBFAMILY115,BRANDSUBFAMILYGROUP60,BRANDSUBFAMILYGROUPING115,BRANDSUBFAMILYLINE63,CHARINDICATOR2,60055988,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS1,LOCALCLASS5,MARKETEDBRAND965,MINDICATOR2,0,201302,NPLLAUNCHYEAR6,PCKT11,PRICECLASSON1,TCLASS2,5.5,NA,6,THICATEGORY1,NA,TRACKINGSTATUS2,0.0008879371348
REGION3,MARKET15,BRM990,BLDIMAGE2,BRANDDIFFERENTIATOR490,BRANDFAMILY56,BRANDONMARKET990,BRANDSUBFAMILY115,BRANDSUBFAMILYGROUP60,BRANDSUBFAMILYGROUPING115,BRANDSUBFAMILYLINE63,CHARINDICATOR1,50068960,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS1,LOCALCLASS5,MARKETEDBRAND990,MINDICATOR2,0.5,201007,NPLLAUNCHYEAR3,PCKT11,PRICECLASSON1,TCLASS2,6.2,NA,5,THICATEGORY5,NA,TRACKINGSTATUS2,0.0003089068425
REGION3,MARKET15,BRM994,BLDIMAGE2,BRANDDIFFERENTIATOR529,BRANDFAMILY56,BRANDONMARKET994,BRANDSUBFAMILY115,BRANDSUBFAMILYGROUP60,BRANDSUBFAMILYGROUPING115,BRANDSUBFAMILYLINE63,CHARINDICATOR2,60055989,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS1,LOCALCLASS10,MARKETEDBRAND994,MINDICATOR2,0,201302,NPLLAUNCHYEAR6,PCKT11,PRICECLASSON1,TCLASS3,5.5,NA,3,THICATEGORY1,NA,TRACKINGSTATUS2,0.000786865499
REGION3,MARKET15,BRM997,BLDIMAGE2,BRANDDIFFERENTIATOR569,BRANDFAMILY56,BRANDONMARKET997,BRANDSUBFAMILY115,BRANDSUBFAMILYGROUP60,BRANDSUBFAMILYGROUPING115,BRANDSUBFAMILYLINE63,CHARINDICATOR2,60125331,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC2,NA,20,12,0,LENCATEGORY1,PRICECLASS1,LOCALCLASS10,MARKETEDBRAND997,MINDICATOR2,0,201601,NPLLAUNCHYEAR9,PCKT21,PRICECLASSON1,TCLASS3,6.5,NA,3,THICATEGORY5,NA,TRACKINGSTATUS1,0.001196776899
REGION3,MARKET15,BRM1168,BLDIMAGE2,BRANDDIFFERENTIATOR7,BRANDFAMILY74,BRANDONMARKET1168,BRANDSUBFAMILY133,BRANDSUBFAMILYGROUP78,BRANDSUBFAMILYGROUPING133,BRANDSUBFAMILYLINE81,CHARINDICATOR2,50058160,INDICATOR1,RTYPE3,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS1,LOCALCLASS10,MARKETEDBRAND1168,MINDICATOR2,0.4,200803,NPLLAUNCHYEAR1,PCKT14,PRICECLASSON1,TCLASS3,6,NA,4,THICATEGORY5,TIPCOLOR5,TRACKINGSTATUS2,2.33E-05
REGION3,MARKET15,BRM1170,BLDIMAGE2,BRANDDIFFERENTIATOR30,BRANDFAMILY74,BRANDONMARKET1170,BRANDSUBFAMILY133,BRANDSUBFAMILYGROUP78,BRANDSUBFAMILYGROUPING133,BRANDSUBFAMILYLINE81,CHARINDICATOR2,50058161,INDICATOR1,RTYPE3,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS1,LOCALCLASS10,MARKETEDBRAND1170,MINDICATOR2,0.4,200803,NPLLAUNCHYEAR1,PCKT14,PRICECLASSON1,TCLASS3,6,NA,4,THICATEGORY5,TIPCOLOR5,TRACKINGSTATUS2,5.13E-05
REGION3,MARKET17,BRM313,BLDIMAGE1,BRANDDIFFERENTIATOR7,BRANDFAMILY38,BRANDONMARKET313,BRANDSUBFAMILY38,BRANDSUBFAMILYGROUP38,BRANDSUBFAMILYGROUPING38,BRANDSUBFAMILYLINE38,CHARINDICATOR2,60044130,INDICATOR1,NA,INTERNATIONALINDICATOR2,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS19,LOCALCLASS3,MARKETEDBRAND313,MINDICATOR2,0.6,201203,NPLLAUNCHYEAR5,PCKT28,PRICECLASSON5,TCLASS1,1.4,NA,9,THICATEGORY4,NA,TRACKINGSTATUS2,0.0007701649229
REGION3,MARKET17,BRM325,BLDIMAGE2,BRANDDIFFERENTIATOR37,BRANDFAMILY41,BRANDONMARKET325,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,60065007,INDICATOR1,RTYPE3,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND325,MINDICATOR2,0.7,201306,NPLLAUNCHYEAR6,PCKT11,PRICECLASSON3,TCLASS2,2.1,SPECIALFLAVOR1,8,THICATEGORY4,TIPCOLOR1,TRACKINGSTATUS2,0.002410819782
REGION3,MARKET17,BRM356,BLDIMAGE2,BRANDDIFFERENTIATOR176,BRANDFAMILY41,BRANDONMARKET356,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,60047300,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND356,MINDICATOR1,0.4,201111,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON3,TCLASS2,2.2,NA,6,THICATEGORY4,NA,TRACKINGSTATUS2,0.0006601743878
REGION3,MARKET17,BRM448,BLDIMAGE2,BRANDDIFFERENTIATOR476,BRANDFAMILY41,BRANDONMARKET448,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,60038390,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS3,MARKETEDBRAND448,MINDICATOR2,0.8,201105,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON3,TCLASS1,2.1,NA,10,THICATEGORY4,NA,TRACKINGSTATUS2,0.007668416719
REGION3,MARKET17,BRM606,BLDIMAGE2,BRANDDIFFERENTIATOR81,BRANDFAMILY45,BRANDONMARKET606,BRANDSUBFAMILY46,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING46,BRANDSUBFAMILYLINE45,CHARINDICATOR2,60121946,INDICATOR2,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC2,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS3,MARKETEDBRAND606,MINDICATOR2,0.7,201603,NPLLAUNCHYEAR9,PCKT11,PRICECLASSON4,TCLASS1,2.9,NA,10,THICATEGORY4,NA,TRACKINGSTATUS1,0.001106895686
REGION3,MARKET17,BRM785,BLDIMAGE2,BRANDDIFFERENTIATOR401,BRANDFAMILY45,BRANDONMARKET785,BRANDSUBFAMILY49,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING49,BRANDSUBFAMILYLINE45,CHARINDICATOR2,60074355,INDICATOR1,RTYPE3,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND785,MINDICATOR2,0.7,201404,NPLLAUNCHYEAR7,PCKT11,PRICECLASSON3,TCLASS2,2.25,SPECIALFLAVOR7,9,THICATEGORY4,TIPCOLOR1,TRACKINGSTATUS2,0.006761421589
